"","logFC","AveExpr","t","P.Value","adj.P.Val","B","BH"
"RGPD6",-0.397428908837632,10.7750643138215,-3.02018679188624,0.0235921757073714,0.0567136850941693,-4.5228271493565,0.0567136850941693
"BDNF-AS",-0.591124990389529,7.51872509439874,-3.01993614227085,0.0235997592346212,0.0567251783241856,-4.52317484923446,0.0567251783241856
"THBS2",-0.562796912780896,6.76066992784393,-3.01932286053513,0.0236183255493754,0.0567630642893502,-4.52402561674698,0.0567630642893502
"U2AF1L4",-0.306071798773127,8.33554105784793,-3.01911944515443,0.0236244871936602,0.0567711320535291,-4.52430781043069,0.0567711320535291
"ZFP37",0.309770687524138,8.17526664624987,3.01840852773642,0.0236460352813181,0.05681337690697,-4.52529408263231,0.05681337690697
"CTR9",0.307574722046661,11.4634346230238,3.01835427830503,0.0236476804723691,0.05681337690697,-4.52536934617452,0.05681337690697
"TEX22",-0.493280668652684,5.58564880370805,-3.01815573628253,0.0236537026020426,0.0568135779103453,-4.52564479809882,0.0568135779103453
"ENSG00000285132",-0.510071833514914,10.4134632902799,-3.01808724716834,0.0236557803842927,0.0568135779103453,-4.52573981897778,0.0568135779103453
"SEC63",0.332333321453962,11.909320325211,3.01805313024246,0.0236568154774332,0.0568135779103453,-4.52578715251615,0.0568135779103453
"NTRK3",-0.579352156127496,5.92810824160153,-3.01798141124749,0.023658991561993,0.0568135779103453,-4.52588665522601,0.0568135779103453
"TP53TG1",-0.309393511478788,7.52279282144446,-3.01744400611358,0.0236753043338512,0.0568460065268663,-4.52663226557965,0.0568460065268663
"SLFN12L",-0.564967435700725,6.75192868315469,-3.01716499325457,0.0236837785059706,0.0568550520852716,-4.52701938676624,0.0568550520852716
"LCOR",0.453348486003394,10.2166974361533,3.01713500675958,0.0236846894512628,0.0568550520852716,-4.52706099250087,0.0568550520852716
"AHCYL2",-0.273067848180172,10.1202962066416,-3.01533112342965,0.0237395588589835,0.0569769354518983,-4.52956401186249,0.0569769354518983
"VPS45",0.407330037939424,9.85038043567208,3.01528073570887,0.0237410935033501,0.0569769354518983,-4.52963393309028,0.0569769354518983
"NLE1",0.363593740720518,9.5971956869874,3.01500234122756,0.0237495744277791,0.0569881576843588,-4.53002025560089,0.0569881576843588
"TSNARE1",-0.526767484086065,7.54405860001088,-3.01487102491473,0.0237535759504684,0.0569881576843588,-4.53020248329455,0.0569881576843588
"ENSG00000290045",-0.575988376080392,6.82129116050026,-3.0148500223744,0.0237542160161521,0.0569881576843588,-4.53023162868449,0.0569881576843588
"ITIH3",0.407897471027587,4.43016197242575,3.01456643154486,0.0237628604611538,0.0569966748448051,-4.53062517414945,0.0569966748448051
"ANKIB1",-0.346646216167068,11.8896988833746,-3.01452517011862,0.0237641184810595,0.0569966748448051,-4.53068243423102,0.0569966748448051
"FAM20A",-0.811340428821318,4.96837619603561,-3.01445644812866,0.0237662139069293,0.0569966748448051,-4.53077780277342,0.0569966748448051
"ENSG00000285805",0.407382714389924,5.37366616870442,3.01351091354794,0.0237950649217805,0.0570591054474302,-4.53209001001303,0.0570591054474302
"EPB41L1",-0.309248000602366,9.95964262108372,-3.01306256164095,0.0238087587443124,0.0570851795479302,-4.53271226079752,0.0570851795479302
"CORO1B",-0.51126522138498,12.0515409629045,-3.01281280227245,0.0238163907525192,0.0570967150564659,-4.53305890100792,0.0570967150564659
"MT-CO1",0.597903572874433,17.5028899293501,3.01200371401941,0.0238411326819268,0.0571492617971199,-4.53418187396611,0.0571492617971199
"ENSG00000269906",0.70181582381527,5.70901550867669,3.01102511591408,0.0238710955486933,0.0572133875830533,-4.53554020363711,0.0572133875830533
"PEX5",0.419463490055122,10.9675219991348,3.01094542135159,0.0238735374500503,0.0572133875830533,-4.53565082671163,0.0572133875830533
"ENSG00000284106",-2.33978960899389,7.11794202767894,-3.00955826359447,0.0239160845101632,0.0573051202963792,-4.53757642346445,0.0573051202963792
"CCDC47",0.311109340964681,11.8901906459876,3.00947559811005,0.0239186226349722,0.0573051202963792,-4.53769118231583,0.0573051202963792
"SMIM10L2B",-0.443307956090246,6.78916118075467,-3.00942070034661,0.0239203083535452,0.0573051202963792,-4.53776739350401,0.0573051202963792
"TRPV6",-0.501954879476277,5.5307619196176,-3.00851174666262,0.0239482379149386,0.0573652406670144,-4.5390292807967,0.0573652406670144
"ENSG00000267052",0.556335125308379,5.38149909007072,3.0076189537961,0.0239757053920987,0.0574207910712178,-4.54026881079645,0.0574207910712178
"DCAF17",0.370997972061419,10.0411508085774,3.00757358134603,0.0239771022248868,0.0574207910712178,-4.54033180678277,0.0574207910712178
"SNHG12",0.301182533323887,8.77850307388264,3.00711641941959,0.0239911813110237,0.0574477109802946,-4.54096655043741,0.0574477109802946
"IFT27",-0.468442589130026,8.28799936424402,-3.006270973753,0.0240172419282787,0.0575033113165708,-4.54214045793056,0.0575033113165708
"FMNL1-AS1",-0.500642729351547,5.99005443322994,-3.00613797526929,0.02402134436646,0.0575063313212911,-4.54232513363737,0.0575063313212911
"ENSG00000289138",0.38648824736081,6.55773272407836,3.0059231094781,0.0240279736716015,0.0575153991351569,-4.54262349024105,0.0575153991351569
"SIRT5",-0.423270471979995,8.97044789144162,-3.00498440706015,0.0240569589950444,0.0575779717415978,-4.54392699875839,0.0575779717415978
"ZNF708",0.496432022664733,8.87457963501906,3.00451353024377,0.0240715130671253,0.0576020964256954,-4.54458090380161,0.0576020964256954
"ENSG00000275476",-0.519517500722185,5.0641818096326,-3.0044741629155,0.0240727302833337,0.0576020964256954,-4.54463557405377,0.0576020964256954
"H19",0.768178159811949,5.78610702897768,3.00426482579008,0.0240792039955569,0.0576090082995547,-4.54492628753483,0.0576090082995547
"MFN1",0.299799793150907,11.5576757989965,3.00419670062417,0.024081311161629,0.0576090082995547,-4.54502089615415,0.0576090082995547
"C1orf74",0.630873120434851,7.71374111568141,3.00401389182969,0.0240869665743133,0.0576157280111883,-4.54527477354655,0.0576157280111883
"RAP1GDS1",0.296524848223305,10.9986502383103,3.00345201900043,0.0241043578273173,0.0576505148035837,-4.54605509992126,0.0576505148035837
"OR7C1",-0.394718372132955,5.49309577378079,-3.00332237551836,0.0241083725266925,0.0576533043847806,-4.54623515253967,0.0576533043847806
"H3-7",0.33106894550945,7.80422742873902,3.00236582642177,0.0241380166589299,0.0577173768686829,-4.54756368601317,0.0577173768686829
"IFFO2",-0.380403147969799,10.5492091984996,-3.00197178661671,0.0241502397421329,0.057733357878248,-4.54811098647102,0.057733357878248
"SPAG16",0.338683707818319,9.72934376823471,3.0019664708949,0.0241504046813461,0.057733357878248,-4.54811836983049,0.057733357878248
"PHRF1",-0.43578860137251,10.6753938574531,-3.00149935996009,0.0241649032412154,0.057761195855626,-4.54876718195948,0.057761195855626
"ZNF547",-0.29270926658452,8.04548202119655,-3.00098061443307,0.0241810155557535,0.057785165156252,-4.54948773876,0.057785165156252
"NDEL1",-0.29644397614735,10.7814511061836,-3.00091399738198,0.0241830855366666,0.057785165156252,-4.54958027420584,0.057785165156252
"PPP1R2",0.433384372298439,10.3077351572803,3.00085630419685,0.0241848783832285,0.057785165156252,-4.5496604141647,0.057785165156252
"IPO9",0.278196199102615,11.7573129335683,3.00075531222318,0.0241880171102983,0.057785165156252,-4.54980070001214,0.057785165156252
"ENSG00000261670",0.27465202192136,5.16162778067242,3.00057416533469,0.0241936480784422,0.057785165156252,-4.55005232985593,0.057785165156252
"METTL9",0.341616949992785,11.2965668661256,3.00056184080787,0.0241940312392441,0.057785165156252,-4.55006944988314,0.057785165156252
"NPTN-IT1",0.292465962366369,5.44043633909104,3.0005334147905,0.0241949150091021,0.057785165156252,-4.5501089365822,0.057785165156252
"NET1",0.366392978545862,10.932491784785,3.0000805863274,0.024208998254027,0.0578083461512908,-4.55073797302789,0.0578083461512908
"CIBAR1",0.325838679370188,9.16304338468695,2.99999326758352,0.0242117149446039,0.0578083461512908,-4.55085927217264,0.0578083461512908
"IQCJ-SCHIP1",0.301899510734599,7.66492514230869,2.99981772677741,0.0242171774319684,0.0578083461512908,-4.55110312754116,0.0578083461512908
"FTH1P8",-0.516707338508976,5.30149372993604,-2.99976659370805,0.0242187688450099,0.0578083461512908,-4.55117416043725,0.0578083461512908
"SLC30A5",0.335594826701275,11.7439542458477,2.99976096837606,0.0242189439289893,0.0578083461512908,-4.55118197503584,0.0578083461512908
"NUTM2B",-1.00264876232491,6.28692532706258,-2.99967059189531,0.0242217570134429,0.0578083461512908,-4.55130752465321,0.0578083461512908
"PSMB1",0.282666848522855,11.4351025602695,2.99907587290852,0.0242402772608892,0.0578457264840437,-4.55213371881537,0.0578457264840437
"GTDC1",0.343612817618588,8.68466148144881,2.99832217125362,0.0242637705120459,0.0578949639201132,-4.5531808236079,0.0578949639201132
"ISL2",0.517484065567922,7.57374359144842,2.9980543124887,0.0242721257555514,0.0579026968702416,-4.55355296840819,0.0579026968702416
"SIVA1",0.43460240108524,9.44386926075129,2.99803485792665,0.0242727327179487,0.0579026968702416,-4.55357999752688,0.0579026968702416
"SF3B3",0.278536929217696,12.9907096897725,2.99781148821365,0.0242797028051823,0.0579124987602752,-4.55389033796924,0.0579124987602752
"ESPNL",-0.433208665613883,6.1267208046698,-2.99766036941883,0.0242844195883567,0.0579169243416906,-4.55410029876807,0.0579169243416906
"ENSG00000228084",0.299936234788015,6.30295888379268,2.99733293389205,0.0242946430572896,0.0579344804574221,-4.5545552373264,0.0579344804574221
"IGSF10",-0.390863684748988,4.82774210082954,-2.99720659495606,0.024298588967828,0.0579370643536114,-4.55473077526808,0.0579370643536114
"POLE",0.286091131621491,10.9002481025098,2.99697697373063,0.0243057624487096,0.0579473424881427,-4.55504981970736,0.0579473424881427
"ENSG00000272405",-0.309486126504863,8.66440130839076,-2.99668085898432,0.0243150166151879,0.0579625781778375,-4.55546126026797,0.0579625781778375
"ZNF682",0.543061172259665,7.35295923938981,2.99648715242854,0.0243210723948145,0.0579701868044559,-4.55573041298106,0.0579701868044559
"LONRF1",0.287319994747019,8.76333234599096,2.99595764362577,0.0243376345999536,0.0580028331493772,-4.55646617694296,0.0580028331493772
"FOXRED1",0.303396027245036,10.2175529883828,2.99530059087195,0.0243582032081459,0.0580450189705769,-4.55737920351265,0.0580450189705769
"EDDM13",-0.767656793737007,5.1254388302056,-2.99485297025273,0.0243722264884707,0.0580715993352719,-4.55800123141369,0.0580715993352719
"RPL37A",0.587001631694369,14.0427460700787,2.99421836553868,0.0243921227240866,0.0581121652610919,-4.55888313139245,0.0581121652610919
"RUSF1-DT",0.398548610985437,5.34140834952522,2.99385456418874,0.024403536638195,0.0581325156047669,-4.55938871773419,0.0581325156047669
"NEDD8-MDP1",-0.954889148193279,6.75218016787677,-2.99372595427223,0.0244075730366544,0.058135288989753,-4.55956745407889,0.058135288989753
"CD2AP",-0.433126051831538,11.7017919792284,-2.9934575803638,0.0244159982367724,0.0581443166756653,-4.55994043332077,0.0581443166756653
"H2BC4",-0.343847507106545,5.56884211128669,-2.9934222240663,0.0244171084305694,0.0581443166756653,-4.55998957112048,0.0581443166756653
"USP10",0.281152394467309,11.4299437558015,2.99275511022513,0.0244380661954634,0.0581832503424022,-4.56091674120239,0.0581832503424022
"ATOH8",-0.303217721518662,8.27627451137649,-2.99271880602639,0.0244392072729165,0.0581832503424022,-4.56096719883339,0.0581832503424022
"RAB30-DT",0.482956807670558,8.40818110152627,2.99129658393759,0.02448395469229,0.0582829268407199,-4.56294398303159,0.0582829268407199
"PBLD",0.322404858080983,9.45119948798738,2.9910645664459,0.0244912631010338,0.0582934685357507,-4.56326648867804,0.0582934685357507
"NUDT9",0.318588484416665,9.28286681538418,2.99083440737866,0.0244985153104484,0.0583038740033846,-4.56358641619459,0.0583038740033846
"NXNL2",0.416150285161016,6.61066712027212,2.99073395163933,0.0245016813566944,0.0583045535317248,-4.56372605406043,0.0583045535317248
"LRRC37A16P",-0.407967409817291,8.25318275258862,-2.99017095813283,0.0245194333482064,0.0583399377455091,-4.56450865749279,0.0583399377455091
"SLC1A5",0.471782131584398,12.2960548243605,2.99005864185923,0.0245229765114039,0.0583415100572785,-4.56466478921017,0.0583415100572785
"CCDC183",-0.440316097514485,6.05945115011632,-2.98964905408649,0.0245359022011784,0.0583654009230288,-4.56523417054608,0.0583654009230288
"PTPRF",-0.389267435734405,12.3683514756067,-2.98946807958619,0.0245416157141716,0.0583721320411923,-4.56548575421453,0.0583721320411923
"GCAT",0.343488583699681,8.95613842796192,2.98826239097824,0.0245797171704212,0.0584558871162608,-4.56716193516595,0.0584558871162608
"C12orf4",0.340799402338948,10.4282700630833,2.98814851332532,0.0245833191817385,0.0584575850044137,-4.56732025813357,0.0584575850044137
"PABPC1P4",-0.296354050916028,5.12820646402268,-2.9872408260958,0.0246120503083267,0.0585128089269302,-4.56858225086617,0.0585128089269302
"TPH1",-0.306089957042182,5.51007296805055,-2.98723217704503,0.0246123242529462,0.0585128089269302,-4.56859427635437,0.0585128089269302
"ZNF821",-0.386131446111071,7.40310337018249,-2.98570681015026,0.024660689568273,0.0586209063477879,-4.57071523108995,0.0586209063477879
"HEXIM2",-0.611541050483778,7.49191987163786,-2.98485788675237,0.0246876513357964,0.0586781059990435,-4.5718957171458,0.0586781059990435
"ZNF81",-0.343830099250335,9.03007855147959,-2.98463817552832,0.0246946345642326,0.0586834875157061,-4.57220125178935,0.0586834875157061
"PLAC1",0.587584252632999,4.88354818655668,2.98460422022651,0.0246957139794864,0.0586834875157061,-4.57224847109264,0.0586834875157061
"LINC00973",-0.497890501197363,7.41189717621403,-2.98411532052388,0.0247112614360943,0.0587135394680108,-4.57292836242785,0.0587135394680108
"PLAA",0.300427043649393,10.5359103215553,2.98326826233166,0.0247382238107662,0.0587707028349436,-4.57410638274319,0.0587707028349436
"URGCP-MRPS24",-1.80398937044944,5.34939660628438,-2.98257148236389,0.0247604266708571,0.0588165469128998,-4.57507545921695,0.0588165469128998
"PPP2R3A",0.424178278561197,11.3614978615867,2.98203418072824,0.0247775625284474,0.0588503453576981,-4.57582276581163,0.0588503453576981
"RDH5",-0.495470118334742,5.95226913270054,-2.98159152622515,0.024791689526862,0.0588769902279965,-4.57643845287266,0.0588769902279965
"POMP",0.274693862412031,10.7830723059717,2.98049623843631,0.0248266824275534,0.0589531767968216,-4.57796196565963,0.0589531767968216
"IL3RA",-0.514891081654029,5.13386431808593,-2.98035617748081,0.0248311610411424,0.0589568950890044,-4.57815679446938,0.0589568950890044
"ANGEL2",0.348371809118969,9.98308829015085,2.9801806496336,0.024836774988038,0.0589633078269854,-4.57840096136107,0.0589633078269854
"FLYWCH2",-0.456591070820981,9.17304717535012,-2.97978662636486,0.0248493821397572,0.0589863192084936,-4.57894907551525,0.0589863192084936
"KLRA1P",0.409602535653685,6.74870191702004,2.97889850205025,0.0248778239985246,0.0590469084843032,-4.5801845728268,0.0590469084843032
"TTF1",0.386792037252345,9.24198610069123,2.97803697000304,0.0249054480026477,0.0591055426218305,-4.58138314791042,0.0591055426218305
"ALDH2",-0.31841739857732,6.19813059073559,-2.97767820358491,0.0249169612359496,0.0591259334556688,-4.58188228925618,0.0591259334556688
"ENSG00000253326",-0.436127913629399,5.52864597340552,-2.97736602218991,0.0249269841999271,0.0591427836350632,-4.58231662807126,0.0591427836350632
"TMEM98",-0.580132955935256,5.51697387515975,-2.97630350779693,0.0249611303109292,0.0592095770423348,-4.58379497595185,0.0592095770423348
"PPIL4",0.487645228975465,10.0692394993683,2.97622355434927,0.0249637018335324,0.0592095770423348,-4.58390622486852,0.0592095770423348
"GNA11",-0.550380166835071,12.0010353670471,-2.97621703918778,0.0249639113916943,0.0592095770423348,-4.58391529022837,0.0592095770423348
"C12orf76",0.377652154389992,8.29000455594422,2.97611297429251,0.0249672588656924,0.0592105784066173,-4.58406008928682,0.0592105784066173
"PLA2G6",-0.357612450786101,8.14165220472638,-2.97559784757394,0.0249838362113274,0.0592429508848967,-4.58477686725227,0.0592429508848967
"LBX2",-0.501361347448102,7.39776728020718,-2.97547912648531,0.0249876584796891,0.0592450738300794,-4.58494206637448,0.0592450738300794
"ENSG00000276131",0.631253392232017,5.7398772656292,2.97437007888174,0.0250233953262182,0.0593228560316214,-4.58648535816014,0.0593228560316214
"PPP1R21",-0.298720485101681,9.89169388976564,-2.97395786850396,0.0250366921134639,0.0593474276927769,-4.58705899766842,0.0593474276927769
"LARP1",0.290890935578,13.2660005994308,2.97310052809367,0.0250643721411964,0.0594060839004633,-4.58825213930056,0.0594060839004633
"ADGRA3P1",-0.273476033074351,5.13063424595923,-2.97297826543711,0.0250683222078515,0.0594084896158673,-4.58842229513881,0.0594084896158673
"DHRS13",-0.615551399926406,7.76097044807464,-2.97272452559674,0.0250765221995532,0.0594162767736332,-4.58877543535885,0.0594162767736332
"POLM",-0.324979275667004,7.73801676750188,-2.97269492425105,0.0250774790018847,0.0594162767736332,-4.58881663316741,0.0594162767736332
"ZGLP1",-0.446102803993063,6.10924969118349,-2.97251693851516,0.0250832328579484,0.0594222075493695,-4.5890643473607,0.0594222075493695
