"","logFC","AveExpr","t","P.Value","adj.P.Val","B","BH"
"ENSG00000250697",0.452414447446744,7.95234087094356,3.09911143893469,0.0213310830958086,0.0525407354383577,-4.41366084390476,0.0525407354383577
"MGA",-0.364508974012686,11.4053463121376,-3.09907988999343,0.0213319383346882,0.0525407354383577,-4.4137043516933,0.0525407354383577
"ECD",0.342429725617389,11.1778135636091,3.09849169855434,0.0213478900665623,0.0525736273071282,-4.41451552069462,0.0525736273071282
"CFAP410",-0.67731512278721,9.22356186003464,-3.09830398840646,0.0213529834967867,0.0525797735959197,-4.41477439768397,0.0525797735959197
"GPX8",0.388527687713708,12.003007690593,3.09784669310423,0.0213653975456678,0.0526016925528996,-4.41540508381699,0.0526016925528996
"MARCHF8",-0.284969302100412,10.5456230121338,-3.09778464820645,0.0213670824647962,0.0526016925528996,-4.4154906557506,0.0526016925528996
"ECM1",-0.313172573768174,8.80576718243399,-3.09757501630411,0.0213727763947545,0.052609311322659,-4.41577978179425,0.052609311322659
"SUPT16HP1",-0.355353279641162,5.64977309439225,-3.09738613761054,0.0213779080519979,0.0526155443677639,-4.41604028885835,0.0526155443677639
"RALGPS2",0.396847190527343,11.3010379553648,3.0968385141321,0.0213927940646795,0.0526457805061615,-4.41679560882576,0.0526457805061615
"SUGT1",0.299061788635656,10.2119820928566,3.09639697616014,0.021404804591847,0.0526668236695752,-4.41740463165792,0.0526668236695752
"EXOC8",0.334127863578136,9.31930904249049,3.09633286964372,0.0214065490010175,0.0526668236695752,-4.41749305688454,0.0526668236695752
"SULT2B1",-0.536297300208715,5.52245642722136,-3.09562183286782,0.0214259074945873,0.052708044919536,-4.41847385376093,0.052708044919536
"DNAJC18",-0.302684720315389,9.64293682582254,-3.09545419665288,0.021430474292398,0.0527128727855665,-4.41870509729385,0.0527128727855665
"PIGP",0.293840105798202,8.97622315207084,3.09523232347589,0.0214365202622449,0.0527213373788699,-4.41901116188106,0.0527213373788699
"IK",0.316371931170933,11.8465305867221,3.09483634133826,0.0214473152646345,0.0527368860820622,-4.41955741538353,0.0527368860820622
"RPRD2",0.330804818764951,10.9030413477731,3.09480927778993,0.0214480532694796,0.0527368860820622,-4.41959474989441,0.0527368860820622
"NBPF10",-0.383447706297106,9.04064413598573,-3.09435741254108,0.0214603794233438,0.0527607846359651,-4.42021811530013,0.0527607846359651
"KIAA1522",-0.421237569936403,11.1082022345846,-3.09409246502553,0.0214676103549635,0.052772152197573,-4.42058363064468,0.052772152197573
"ACE2",-0.407224769783888,5.70022057083287,-3.09387781586933,0.0214734704944491,0.0527751988658652,-4.42087976103527,0.0527751988658652
"RAB28",0.437925097595127,8.94444888400834,3.09385606484574,0.0214740644167416,0.0527751988658652,-4.42090976906294,0.0527751988658652
"UNC119B",0.30157341158357,10.7877414767697,3.0935879800406,0.0214813860736769,0.0527826099246814,-4.4212796268813,0.0527826099246814
"ENSG00000272892",0.40012417072298,5.44091387840946,3.09355469286408,0.0214822953687824,0.0527826099246814,-4.42132555139945,0.0527826099246814
"C1QTNF1-AS1",0.544645161834103,5.03125006382165,3.09273539921563,0.0215046889813709,0.0528312185546703,-4.42245592369294,0.0528312185546703
"LINC02154",0.350185962175112,6.02474760443485,3.09225808063551,0.021517747178882,0.0528508904201155,-4.42311450885746,0.0528508904201155
"ENSG00000271855",0.391175415543926,5.23879373468774,3.09225182113699,0.0215179184799255,0.0528508904201155,-4.42312314562497,0.0528508904201155
"ENSG00000290041",-0.503846627235569,5.23838589800131,-3.09123861500152,0.0215456660680225,0.0529116521068521,-4.42452120796046,0.0529116521068521
"UPF1",-0.41033586334264,11.9165657952988,-3.09115763741567,0.0215478853968076,0.0529116521068521,-4.42463294877379,0.0529116521068521
"CCDC9",-0.406247366233282,9.00283658708471,-3.09039265837904,0.0215688632518936,0.0529567395780662,-4.42568857618796,0.0529567395780662
"SRGAP2",-0.311096009853042,11.2873614823154,-3.0902573437043,0.0215725762736848,0.0529594319412559,-4.4258753091772,0.0529594319412559
"TRNT1",0.417117056599277,10.8433179015732,3.08961453124531,0.0215902245054184,0.0529963296403316,-4.42676241088889,0.0529963296403316
"PCDHB19P",-0.517702903070303,5.17700142943357,-3.08898253695584,0.0216075910705854,0.053032527083754,-4.42763462586836,0.053032527083754
"FAU",0.422292868402549,12.6425902723468,3.0887581629652,0.0216137603032875,0.0530412369421487,-4.42794429446826,0.0530412369421487
"HPS1",-0.358751408741623,10.6701023638767,-3.08817610085829,0.0216297732340349,0.0530698716051787,-4.42874764931542,0.0530698716051787
"CKAP2-DT",0.492857219342876,5.43716754692612,3.08814342930237,0.0216306724343029,0.0530698716051787,-4.42879274325158,0.0530698716051787
"CLN8",-0.342971689014764,9.34412562186857,-3.08747341179276,0.0216491219255869,0.0530918274787225,-4.42971753975149,0.0530918274787225
"ALMS1P1",-0.675246896874154,5.95041659568864,-3.08746394305278,0.0216493827781162,0.0530918274787225,-4.42973060938843,0.0530918274787225
"NHLRC3",-0.303377946686711,9.60673941390768,-3.08744404110516,0.0216499310642791,0.0530918274787225,-4.42975807994133,0.0530918274787225
"DGKA",0.333654642041425,8.72184689750806,3.08743742508675,0.0216501133347846,0.0530918274787225,-4.42976721200578,0.0530918274787225
"PSTK",0.368250829557906,7.42303283225494,3.08722495495174,0.0216559677506609,0.0530997508468961,-4.43006048616705,0.0530997508468961
"RPL36AP41",-0.65335604056427,5.16712258396757,-3.08621956495539,0.0216836937404712,0.0531612942103776,-4.43144829842783,0.0531612942103776
"CNRIP1",-0.340910905429765,6.95811784010189,-3.08591560292867,0.0216920838215801,0.0531753477600824,-4.43186790014324,0.0531753477600824
"FAAP24",0.369688147763677,7.80271141670311,3.08582156560664,0.0216946801938027,0.0531753477600824,-4.43199771511659,0.0531753477600824
"DHRS1",-0.353453967621908,9.31331204070896,-3.08562737631125,0.0217000428357711,0.0531772309631169,-4.43226578906382,0.0531772309631169
"PRR4",-0.480188742413762,7.22002482159566,-3.08560347737452,0.0217007029176101,0.0531772309631169,-4.43229878128269,0.0531772309631169
"ENSG00000261804",-0.437146807980925,5.57001126549528,-3.08428985461372,0.0217370184831903,0.0532597737705187,-4.43411231574767,0.0532597737705187
"NOP53",0.506589125354497,11.5419950407778,3.08402743382106,0.0217442811326196,0.0532711201168427,-4.43447462509642,0.0532711201168427
"LINC02754",-0.381130719854543,5.11045316420606,-3.08268090391245,0.0217815887573079,0.0533560617253623,-4.43633381593542,0.0533560617253623
"CBLB",0.351420276058994,9.38653360473314,3.08230997569213,0.0217918781281879,0.0533748070175038,-4.43684600026966,0.0533748070175038
"SEC31A",-0.288751340737287,13.4884330495537,-3.08208069078749,0.0217982410302363,0.0533839318442846,-4.4371626082184,0.0533839318442846
"EXOSC4",-0.595169351187459,7.83921902227218,-3.08142310437107,0.0218165009903855,0.0534221868553583,-4.43807066678373,0.0534221868553583
"PCDHB8",-0.710921136628121,5.31912771952975,-3.08093934875844,0.0218299446307704,0.0534486402892735,-4.43873871209386,0.0534486402892735
"PLEKHM3",-0.336170769589987,9.22273096894081,-3.08080474346611,0.0218336869369357,0.053450438807377,-4.43892460048174,0.053450438807377
"NADK",-0.403959726552912,10.921816819466,-3.08072297541043,0.0218359605996838,0.053450438807377,-4.43903752217265,0.053450438807377
"ENPEP",-0.439964747415244,7.82339223188531,-3.07986389774201,0.0218598639253012,0.0534971992802297,-4.44022395096208,0.0534971992802297
"SLC38A2",0.354746413215722,15.1815536121457,3.0798464551507,0.0218603495502584,0.0534971992802297,-4.44024804084722,0.0534971992802297
"ELMOD3",-0.300112111732821,9.19501788595125,-3.07907651018859,0.0218817975584615,0.0535432137791127,-4.44131144023048,0.0535432137791127
"ENSG00000287593",0.508601890340806,5.28275534856229,3.07859937218049,0.0218951004819937,0.0535525978446986,-4.44197046435616,0.0535525978446986
"RN7SL2",-0.999180558866634,9.44332223235487,-3.07859430994986,0.0218952416675653,0.0535525978446986,-4.44197745644892,0.0535525978446986
"SWI5",0.288968211813456,9.25324277509203,3.07852669323443,0.021897127592327,0.0535525978446986,-4.44207085078151,0.0535525978446986
"ERVH-1",0.906122721735812,7.13242144423429,3.07849747854114,0.0218979424857352,0.0535525978446986,-4.44211120318247,0.0535525978446986
"GPR108",-0.414887163897109,10.4164248428457,-3.07846453821399,0.0218988613388949,0.0535525978446986,-4.44215670167233,0.0535525978446986
"LRFN3",-0.750284590864208,9.10381780570205,-3.07819460288154,0.021906392626253,0.0535645437482467,-4.44252955137568,0.0535645437482467
"ENSG00000273218",-0.313552775354403,5.52136333013495,-3.07787394515452,0.021915342752962,0.0535799556302337,-4.44297247160197,0.0535799556302337
"RILPL2",-0.374846797992774,8.83659097872986,-3.07748281369629,0.021926265320576,0.0536001855499733,-4.44351275084168,0.0536001855499733
"ENSG00000278576",-0.365772568223319,5.75262163907923,-3.07730140732844,0.0219313332093352,0.0536061001678728,-4.44376333723924,0.0536061001678728
"TBC1D8-AS1",-0.419753330683353,5.25833541435498,-3.07645352469941,0.0219550371489382,0.0536575593976888,-4.44493460894176,0.0536575593976888
"ENSG00000261799",-0.542359287999881,8.30276275259341,-3.0762682471949,0.0219602205983404,0.0536637480539668,-4.445190562759,0.0536637480539668
"ENSG00000260917",-0.296747867301325,7.27893555065199,-3.07594650780963,0.021969224966096,0.0536792711900954,-4.44563504200501,0.0536792711900954
"GANC",-0.356047530057971,9.22563508908234,-3.07570651019846,0.0219759442846894,0.0536892079983584,-4.44596660298748,0.0536892079983584
"ARPC1B",-0.722545552353086,12.0985474477218,-3.07554763158896,0.0219803937105601,0.0536935975253979,-4.44618609993656,0.0536935975253979
"H3C10",-0.284276964528241,6.62210324013449,-3.07543039849747,0.0219836774749678,0.0536951388645858,-4.44634806368338,0.0536951388645858
"CD8A",-0.430420106689967,5.77175852900185,-3.0751648116385,0.0219911186882653,0.0537014122887232,-4.44671499136148,0.0537014122887232
"HYAL1",-0.36517425235157,5.46061319533814,-3.07514894396331,0.021991563355686,0.0537014122887232,-4.44673691394927,0.0537014122887232
"HSPD1P1",-0.475825563824104,5.25732711575583,-3.07505467788802,0.0219942052207655,0.0537014122887232,-4.44686715135948,0.0537014122887232
"MADD",-0.311964459272263,11.5001202243164,-3.07329008575905,0.0220437228695922,0.0538158237369939,-4.44930527200382,0.0538158237369939
"ENSG00000230498",0.757401191540271,5.73124965576669,3.07251312769406,0.0220655642146784,0.0538626489712139,-4.45037889087221,0.0538626489712139
"HCFC1",-0.482080042686031,11.7734234467831,-3.0719678995253,0.0220809053927484,0.0538935977396142,-4.45113233753484,0.0538935977396142
"ENSG00000288838",-0.290120410965526,8.05038821714121,-3.07163553720558,0.0220902628273849,0.0539028830393634,-4.45159164170263,0.0539028830393634
"LINC01208",0.368427959127822,5.216974348098,3.07159158835218,0.0220915005007067,0.0539028830393634,-4.45165237716144,0.0539028830393634
"PPIC",-0.304290767708123,10.1143830654657,-3.07154903794434,0.0220926988634237,0.0539028830393634,-4.45171118021934,0.0539028830393634
"DMXL2",-0.48502603506393,10.0927379979712,-3.07120512012654,0.0221023873461908,0.0539200219686933,-4.45218646858944,0.0539200219686933
"SMAD4",0.293793594828452,11.1537630629842,3.07067707799127,0.0221172717896244,0.0539498310790296,-4.45291623750538,0.0539498310790296
"ARHGEF11",-0.298644652098664,10.0533378503138,-3.06929747449973,0.0221562115796045,0.0540383032392787,-4.45482302486971,0.0540383032392787
"PNISR",0.483916742685725,11.566234126185,3.06915448876616,0.022160251670304,0.054041645067304,-4.45502066064937,0.054041645067304
"ENSG00000275180",0.273521728620936,7.52195716864553,3.06861673884942,0.0221754530869299,0.0540722016543245,-4.45576396099129,0.0540722016543245
"SBDSP1",0.411983537542213,10.0559290391706,3.06822754251867,0.0221864621914355,0.0540925296575338,-4.45630194312177,0.0540925296575338
"SSBP4",-0.615667021263871,9.65417498223784,-3.06804604482753,0.0221915982086938,0.0540985353898798,-4.45655283091473,0.0540985353898798
"LRRC46",0.34865071214152,6.52082105341743,3.06765422943492,0.0222026902065751,0.0541136051646726,-4.45709445662621,0.0541136051646726
"RBM7",0.36895559047095,10.9036103525545,3.06763880917719,0.0222031268658962,0.0541136051646726,-4.45711577313383,0.0541136051646726
"S100A3",0.461974250585471,5.97216415975383,3.06729112261961,0.0222129748768587,0.0541310889095229,-4.45759641128689,0.0541310889095229
"PILRB",0.321918003363811,10.0867914609073,3.06665195506315,0.0222310913229912,0.0541687154771475,-4.45848002236189,0.0541687154771475
"SAMD12-AS1",0.777886005065952,5.09640458601995,3.06530700855757,0.022269264808799,0.0542551984827756,-4.46033946915063,0.0542551984827756
"ENSG00000274718",0.572838030571685,5.18497803710421,3.06473168985447,0.0222856158156989,0.0542865899208341,-4.46113492940474,0.0542865899208341
"ASAH2",0.303528192359731,7.45903550400798,3.0646649460268,0.0222875135735453,0.0542865899208341,-4.46122721449513,0.0542865899208341
"CAMK2B",-0.614816202937161,6.50766099698778,-3.06409156307821,0.0223038240850986,0.0543197814109591,-4.4620200363466,0.0543197814109591
"ENSG00000289469",0.700067934745668,5.00078391725044,3.06390352340345,0.0223091759112451,0.0543262788281414,-4.46228004793377,0.0543262788281414
"FAM21FP",-0.367442963062701,6.3826854189689,-3.06343751428991,0.0223224450960453,0.0543520523504214,-4.46292443712173,0.0543520523504214
"CRELD1",-0.489968263678172,10.0862599406085,-3.06310023115535,0.0223320542866039,0.0543689091670856,-4.46339084030257,0.0543689091670856
"GOLGA2",-0.331035098521834,11.785993566109,-3.06248293637166,0.0223496526710637,0.0544052098274203,-4.46424448073609,0.0544052098274203
"ZNF774",-0.395808243325775,6.96427386947955,-3.06223268810833,0.0223567912704115,0.0544160428215969,-4.4645905535759,0.0544160428215969
"SCAP",-0.453388584700376,11.4022518419517,-3.06197370401047,0.0223641816829654,0.0544274860460385,-4.4649487141691,0.0544274860460385
"C1orf198",-0.330857320103348,8.89902634927189,-3.06176973284258,0.0223700041099873,0.0544302050001985,-4.46523079981701,0.0544302050001985
"FNBP1P1",0.409500948311043,7.01869166880071,3.06173587394337,0.0223709707836046,0.0544302050001985,-4.46527762601505,0.0544302050001985
"H2BW2",-0.350587092639437,6.26483153015165,-3.06158411368722,0.0223753041068965,0.0544302050001985,-4.46548750894692,0.0544302050001985
"KCNMB3",-0.349128013378976,7.11275683994334,-3.06155780806889,0.0223760553236822,0.0544302050001985,-4.46552388959839,0.0544302050001985
"ENSG00000286162",0.671054690393097,6.10427946999595,3.06134919133827,0.0223820138215903,0.0544318108584677,-4.46581240891757,0.0544318108584677
"RP1L1",-0.334135454979863,5.38344939548315,-3.06134638955282,0.0223820938577653,0.0544318108584677,-4.46581628384939,0.0544318108584677
"ARL14",-0.446576727424791,5.24219974424356,-3.06108635183532,0.0223895234864199,0.0544433379251113,-4.46617592534293,0.0544433379251113
"NTHL1",0.398500208370113,8.24500169102252,3.06075786322336,0.02239891268815,0.0544563538462085,-4.46663024685105,0.0544563538462085
"PLEKHG6",-0.643284955039004,6.33253805098659,-3.06071084336204,0.0224002570092156,0.0544563538462085,-4.46669527934418,0.0544563538462085
"RELL2",-0.563315960908875,8.49193734546907,-3.05961124028207,0.0224317202651123,0.054519822580138,-4.46821618951838,0.054519822580138
"RCOR2",-0.535166974542525,7.03337682816748,-3.0595161239192,0.0224344441167273,0.054519822580138,-4.46834775506668,0.054519822580138
"NEK8",-0.34860503792529,8.04801815210881,-3.05951609130937,0.0224344450506383,0.054519822580138,-4.46834780017297,0.054519822580138
"ECSIT",0.447554854169566,9.21726300866982,3.05941610591982,0.0224373087251339,0.0545202360030535,-4.46848610159442,0.0545202360030535
"ALKBH1",0.317923012336887,8.32156306876155,3.05877630516913,0.0224556426365588,0.0545582358188196,-4.4693711087968,0.0545582358188196
"NCOA4",0.327311473028503,12.6176414942502,3.05865458534361,0.0224591324444142,0.0545600544202779,-4.46953948305193,0.0545600544202779
"RCC2",-0.312093977749511,12.0070380335796,-3.05856217921257,0.0224617821987143,0.0545600544202779,-4.46966730887939,0.0545600544202779
"GCAWKR",0.339952258635191,5.66126394734688,3.05675557602008,0.0225136551385348,0.0546794928796596,-4.47216656783614,0.0546794928796596
"ENSG00000289102",-0.364186980320206,6.49059589191585,-3.05412248101359,0.022589492790015,0.0548570994076417,-4.47580979770795,0.0548570994076417
"ACVR1B",-0.330399105174015,8.68071125013243,-3.05336962883357,0.0226112273081716,0.0549032931795466,-4.47685159741722,0.0549032931795466
"ADSS2",0.313653153017853,11.9299244475035,3.05322495672883,0.0226154065361316,0.0549036150695604,-4.47705180187401,0.0549036150695604
"COL21A1",-0.41394839313837,7.49253315007276,-3.05317724957914,0.022616784864878,0.0549036150695604,-4.47711782187122,0.0549036150695604
"GALNT16",-0.447120712628648,5.69231897019592,-3.05018853320944,0.0227033157589033,0.0551030719089042,-4.48125424972456,0.0551030719089042
"CWF19L2",0.35091336689953,9.38606565152942,3.05015140251317,0.0227043930497634,0.0551030719089042,-4.48130564489846,0.0551030719089042
"ENSG00000289915",0.49401512236305,5.21892439506102,3.04924198789267,0.0227307957105108,0.0551569042751013,-4.48256447270611,0.0551569042751013
"ENSG00000268584",0.455314696781072,6.31584345916296,3.04919971255936,0.0227320238853266,0.0551569042751013,-4.48262299302207,0.0551569042751013
"DNAJA1",-0.331771113534893,12.4511810902447,-3.04891484558155,0.0227403016687421,0.0551703758932049,-4.48301732950774,0.0551703758932049
"BTF3L4P2",0.325400421785679,7.99233047910845,3.04879508041173,0.0227437828343815,0.0551722085751098,-4.48318312085395,0.0551722085751098
"RPGR",0.351847809955323,7.90268766268328,3.04823562614301,0.0227600519481068,0.0552050582961809,-4.48395759472772,0.0552050582961809
"ENSG00000262691",-0.428977158239607,5.5457848932955,-3.04790243508443,0.0227697472701458,0.0552219571645126,-4.48441885896131,0.0552219571645126
"DNM1",0.389212110349209,7.26382411794232,3.04767273624559,0.0227764337526455,0.0552315557190964,-4.48473685684695,0.0552315557190964
"ENSG00000287202",0.441107621604579,5.44394234304214,3.04709130513203,0.022793368635182,0.0552660007839865,-4.48554182120315,0.0552660007839865
"TCAIM",0.495352587936955,9.05041780413736,3.04687983207597,0.0227995314405295,0.0552743221808309,-4.4858346043522,0.0552743221808309
"ENSG00000231466",-0.371102072421209,5.11916333317844,-3.04676673724055,0.0228028280250868,0.0552756936593751,-4.48599118532508,0.0552756936593751
"ENSG00000244503",-0.503052589430825,5.10882805840928,-3.04563645842042,0.0228358028627753,0.0553489984128169,-4.48755613951758,0.0553489984128169
"BRWD1-AS2",0.556968616264313,5.57490011961492,3.04535888017134,0.0228439088843146,0.0553620162508875,-4.48794048688308,0.0553620162508875
"HSPBAP1",0.332992520057109,7.82787806524434,3.04478643593135,0.0228606356628805,0.05539450314116,-4.48873314370762,0.05539450314116
"NMRAL2P",-0.283968471404886,5.35942647210226,-3.04464488696015,0.0228647737680416,0.05539450314116,-4.4889291500375,0.05539450314116
"LNCOC1",0.309449608586124,6.68387617567661,3.04461922318162,0.0228655241215549,0.05539450314116,-4.48896468751842,0.05539450314116
"UMAD1",0.353068300470998,9.05997690534082,3.04426078145504,0.022876006985017,0.0554132668003507,-4.48946104058954,0.0554132668003507
"DLX6-AS1",-0.287918171894918,5.23048708810398,-3.04393839053578,0.0228854399855505,0.055429483157536,-4.48990748334916,0.055429483157536
"STPG4",0.366109111996385,6.73162119083151,3.04270175188121,0.0229216626969455,0.0555105736598319,-4.49162006223233,0.0555105736598319
"GRIA2",-0.491543172043588,5.13398980476795,-3.04226443944008,0.0229344870568964,0.0555349865436823,-4.49222571846541,0.0555349865436823
"ZNF782",0.426853711408975,7.66609047752319,3.0415517063827,0.0229554049663825,0.0555789894646588,-4.49321286020016,0.0555789894646588
"FTH1P23",-0.672718647059147,5.57467965873535,-3.04143300597074,0.0229588907050239,0.0555807806195895,-4.49337726633805,0.0555807806195895
"ENSG00000258744",0.356733788489155,7.69150024614136,3.04126468439827,0.0229638345985214,0.0555861009457871,-4.49361040276301,0.0555861009457871
"ENSG00000251339",0.759927116628029,4.85213879576313,3.04075280122246,0.0229788766038242,0.0556092110638457,-4.49431941216167,0.0556092110638457
"ENSG00000288414",0.759927116628029,4.85213879576313,3.04075280122246,0.0229788766038242,0.0556092110638457,-4.49431941216167,0.0556092110638457
"ADPRS",-0.435751431619581,9.70502730194839,-3.03974427138053,0.023008544252248,0.0556743507722356,-4.49571640435453,0.0556743507722356
"CHUK",0.347348290993532,10.2482655519714,3.0389869934893,0.0230308482791867,0.0557216590986156,-4.49676543568049,0.0557216590986156
"ENSG00000243679",-1.43755881570523,5.97144117194057,-3.03888447745619,0.0230338694802414,0.0557223081330902,-4.49690745210477,0.0557223081330902
"NEPRO-AS1",-0.306776790500198,5.55646423825456,-3.03819177449137,0.0230542950999631,0.0557650558219829,-4.49786708781453,0.0557650558219829
"GLIPR1-AS1",0.404124118677963,6.11362304012656,3.03769441054083,0.0230689729411391,0.0557897212404776,-4.49855614055562,0.0557897212404776
"LINC02918",0.354578443178169,5.6587297841719,3.03765945920695,0.0230700047815225,0.0557897212404776,-4.49860456340306,0.0557897212404776
"MANSC4",-0.385295341193445,5.43579357655279,-3.0371628319407,0.023084671738244,0.0558185211627999,-4.4992926221539,0.0558185211627999
"ERG28",0.316593868432774,9.95589789556571,3.03695285066331,0.023090876192706,0.0558268543975827,-4.49958355093699,0.0558268543975827
"TMEM120B",-0.303862804649039,9.72767283346109,-3.03671392957132,0.0230979379568903,0.0558372581136292,-4.49991458119441,0.0558372581136292
"ZFYVE27",-0.386597012904668,9.7766977637952,-3.03661834737272,0.0231007637271315,0.0558374204204524,-4.50004701397393,0.0558374204204524
"NR1H2",-0.602094751542886,10.96131631955,-3.03636816292961,0.0231081619030328,0.0558486334423028,-4.50039365840948,0.0558486334423028
"CDSN",-1.23662717304269,6.40207014046675,-3.03597149392637,0.0231198970398068,0.0558703242577281,-4.50094327824441,0.0558703242577281
"FAM222A",0.398955075869427,5.43002758235822,3.03531785848058,0.0231392484669395,0.0559104128231256,-4.50184898223712,0.0559104128231256
"GPX1",-0.654092881004525,12.9270717847461,-3.03507584211525,0.0231464180332451,0.055916429230383,-4.50218434090145,0.055916429230383
"ENSG00000288764",0.381086840531472,5.99637232566966,3.03504730782669,0.0231472635008833,0.055916429230383,-4.50222388085061,0.055916429230383
"ENSG00000228144",-2.08278037564424,6.2638456629841,-3.03490074270634,0.0231516067376481,0.0559202472525937,-4.50242697735279,0.0559202472525937
"NQO1",0.309185621088929,13.2230325122979,3.03466465290356,0.0231586047674889,0.0559304759693047,-4.5027541334877,0.0559304759693047
"ZNF571-AS1",-0.566950597589247,6.06001114094235,-3.0345516941044,0.0231619538369181,0.0559318906720423,-4.50291066558365,0.0559318906720423
"BTRC",-0.291185552864553,9.8993472739892,-3.03433355047774,0.0231684229793797,0.0559408385453446,-4.50321296065984,0.0559408385453446
"NONO",0.31100432994184,13.7894796129836,3.03400042859062,0.0231783056431679,0.0559551533442159,-4.50367459742153,0.0559551533442159
"L3MBTL2-AS1",-0.316928571753434,5.62299122702952,-3.03394735873635,0.0231798804797811,0.0559551533442159,-4.50374814208883,0.0559551533442159
"YES1",0.4502341568977,12.8419298450647,3.03373209741644,0.0231862695069573,0.055963901871014,-4.5040464560036,0.055963901871014
"RPS3AP44",-0.441699585262408,5.23927345894613,-3.03362333262918,0.0231894984100923,0.055965021738247,-4.50419718642812,0.055965021738247
"EMC4",0.273672865865787,10.3822062357667,3.0334013402095,0.0231960902226764,0.0559742563420592,-4.50450483574311,0.0559742563420592
"ENSG00000278212",0.625702913556642,7.29833200983438,3.03327927102442,0.0231997157967027,0.0559763317965262,-4.50467400804584,0.0559763317965262
"MT-ATP6",0.680455380343789,14.9262157203729,3.03293039175959,0.0232100812497053,0.0559946668146942,-4.50515751839557,0.0559946668146942
"TBKBP1",-0.519824234037496,8.01056053333488,-3.03281875891328,0.0232133990050855,0.0559959968134829,-4.50531223247925,0.0559959968134829
"FHDC1",-0.357810270169116,8.91937850134787,-3.03263378265933,0.0232188976797926,0.0560024465314346,-4.50556859733586,0.0560024465314346
"TRAPPC10",-0.274886686404463,10.8084482881484,-3.03253006279356,0.0232219815158715,0.0560024465314346,-4.50571234771216,0.0560024465314346
"LINC00629",0.317738516963098,5.48004578839787,3.03244963557571,0.0232243731132287,0.0560024465314346,-4.5058238164238,0.0560024465314346
"MIAT",-0.464794792019338,6.43305726943847,-3.03214989948582,0.0232332884758042,0.0560172712374928,-4.5062392436366,0.0560172712374928
"COMMD5",-0.613976892215213,8.41755301015634,-3.03113040841697,0.0232636401282771,0.0560837708237799,-4.50765230177505,0.0560837708237799
"CD2AP-DT",-0.496323637615191,6.04905191262661,-3.03041550876923,0.0232849493923883,0.0561284578601086,-4.50864324525111,0.0561284578601086
"AIFM3",-0.365524682745459,5.4489038015791,-3.02961248987168,0.0233089105711274,0.0561795259431042,-4.50975639436054,0.0561795259431042
"FEZ1",-0.625483217364421,5.85704584800041,-3.0288388018982,0.0233320219097506,0.0562285338106039,-4.51082894572791,0.0562285338106039
"CALM2",0.335724656667827,13.4415593717184,3.02866898280138,0.0233370980208394,0.0562339960170269,-4.51106437124816,0.0562339960170269
"ARPC2",0.31639127458604,13.1382877805778,3.02854443699131,0.0233408216184508,0.0562339960170269,-4.51123703482608,0.0562339960170269
"PIGK",0.419364738161782,11.7364690587264,3.02848418870636,0.0233426231181789,0.0562339960170269,-4.51132056034679,0.0562339960170269
"RARA-AS1",-0.324045339885278,6.26612204800842,-3.0279813510278,0.0233576644967894,0.0562635352944799,-4.51201768608281,0.0562635352944799
"LIMK1",-0.432887064767362,10.2334065187364,-3.0278506301723,0.0233615764741341,0.0562662624241966,-4.51219891941839,0.0562662624241966
"MCAT",0.412506445454204,8.39159835493666,3.02738914494481,0.0233753926669136,0.0562928403296845,-4.51283874301786,0.0562928403296845
"HAGLR",-0.427643879081053,6.38108253418369,-3.02600735947484,0.0234168144529976,0.0563858840522395,-4.51475463861517,0.0563858840522395
"CCPG1",-0.377322304757607,11.6261871318737,-3.02566757439687,0.0234270124108559,0.0564037300116728,-4.51522579205373,0.0564037300116728
"ENSG00000272182",-0.697977959300343,5.02322030231944,-3.02474736638618,0.0234546548343417,0.0564635666629294,-4.51650183032479,0.0564635666629294
"RGP1",-0.342693371233372,10.8639823618974,-3.02452830155112,0.0234612406172328,0.0564727044040207,-4.51680561656323,0.0564727044040207
"SLC36A1",-0.326213277952961,9.34697955165281,-3.02370761798614,0.0234859308433035,0.0565251962768162,-4.51794373468757,0.0565251962768162
"UBA3",0.384507252364894,10.5756532412655,3.02361784863291,0.0234886332633912,0.0565251962768162,-4.51806823024591,0.0565251962768162
"ENSG00000289554",0.336170639070465,5.43898305652503,3.02317747546798,0.0235018951715753,0.0565503875615617,-4.51867896811197,0.0565503875615617
"XRCC3",0.45341852991673,8.79869587022282,3.02281849749597,0.0235127118725547,0.0565696898861738,-4.51917683611999,0.0565696898861738
"HAGHL",-0.655619985494717,7.73934753932248,-3.02227317402272,0.0235291538800378,0.0565958876158627,-4.51993317191694,0.0565958876158627
"ERCC6",-0.298370704383192,10.6651581576126,-3.02227187905272,0.0235291929394538,0.0565958876158627,-4.51993496800927,0.0565958876158627
"TNRC6B",-0.295742799749414,10.5616385173091,-3.02215405589627,0.0235327470647375,0.0565977107102366,-4.52009838659629,0.0565977107102366
"RPS3AP6",-0.500097010226243,6.27152179802763,-3.02174816829188,0.0235449950975958,0.0566204402721203,-4.52066135589656,0.0566204402721203
"WBP1L",-0.329443924509654,10.4129633824124,-3.02164966132001,0.0235479686811405,0.0566208641096419,-4.52079798830315,0.0566208641096419
"ACKR4",0.437564165739881,5.03579635587367,3.02082934923588,0.0235727469149273,0.0566737106907048,-4.52193582544126,0.0566737106907048
